Month,Day,Hour,Minute,Wind Speed at 100m (m/s),wind_speed,power_output
1,1,0,0,1.96,1.96,5614.303506012198
1,1,1,0,1.74,1.74,3928.035620383037
1,1,2,0,1.97,1.97,5700.675903358588
1,1,3,0,2.51,2.51,6600.0
1,1,4,0,3.06,3.06,6600.0
1,1,5,0,3.42,3.42,6600.0
1,1,6,0,3.66,3.66,6600.0
1,1,7,0,3.64,3.64,6600.0
1,1,8,0,3.56,3.56,6600.0
1,1,9,0,4.02,4.02,6600.0
1,1,10,0,4.12,4.12,6600.0
1,1,11,0,4.2,4.2,6600.0
1,1,12,0,4.26,4.26,6600.0
1,1,13,0,4.48,4.48,6600.0
1,1,14,0,4.68,4.68,6600.0
1,1,15,0,4.81,4.81,6600.0
1,1,16,0,4.69,4.69,6600.0
1,1,17,0,3.79,3.79,6600.0
1,1,18,0,3.43,3.43,6600.0
1,1,19,0,3.19,3.19,6600.0
1,1,20,0,2.92,2.92,6600.0
1,1,21,0,2.8,2.8,6600.0
1,1,22,0,2.73,2.73,6600.0
1,1,23,0,2.63,2.63,6600.0
1,2,0,0,2.45,2.45,6600.0
1,2,1,0,2.3,2.3,6600.0
1,2,2,0,2.19,2.19,6600.0
1,2,3,0,1.98,1.98,5787.929644089762
1,2,4,0,1.62,1.62,3170.098204764415
1,2,5,0,1.21,1.21,1320.9421049868781
1,2,6,0,1.14,1.14,1104.694588552513
1,2,7,0,1.71,1.71,3728.3442363647323
1,2,8,0,2.81,2.81,6600.0
1,2,9,0,3.37,3.37,6600.0
1,2,10,0,3.45,3.45,6600.0
1,2,11,0,2.88,2.88,6600.0
1,2,12,0,2.4,2.4,6600.0
1,2,13,0,2.76,2.76,6600.0
1,2,14,0,3.43,3.43,6600.0
1,2,15,0,4.08,4.08,6600.0
1,2,16,0,4.4,4.4,6600.0
1,2,17,0,3.76,3.76,6600.0
1,2,18,0,3.43,3.43,6600.0
1,2,19,0,3.29,3.29,6600.0
1,2,20,0,3.15,3.15,6600.0
1,2,21,0,3.04,3.04,6600.0
1,2,22,0,3.69,3.69,6600.0
1,2,23,0,4.27,4.27,6600.0
1,3,0,0,2.44,2.44,6600.0
1,3,1,0,1.78,1.78,4205.209912886971
1,3,2,0,2.14,2.14,6600.0
1,3,3,0,2.45,2.45,6600.0
1,3,4,0,2.68,2.68,6600.0
1,3,5,0,3.14,3.14,6600.0
1,3,6,0,3.81,3.81,6600.0
1,3,7,0,3.77,3.77,6600.0
1,3,8,0,3.28,3.28,6600.0
1,3,9,0,3.7,3.7,6600.0
1,3,10,0,4.02,4.02,6600.0
1,3,11,0,3.21,3.21,6600.0
1,3,12,0,2.85,2.85,6600.0
1,3,13,0,3.34,3.34,6600.0
1,3,14,0,4.25,4.25,6600.0
1,3,15,0,4.66,4.66,6600.0
1,3,16,0,4.71,4.71,6600.0
1,3,17,0,3.9,3.9,6600.0
1,3,18,0,3.97,3.97,6600.0
1,3,19,0,4.05,4.05,6600.0
1,3,20,0,3.9,3.9,6600.0
1,3,21,0,3.89,3.89,6600.0
1,3,22,0,3.75,3.75,6600.0
1,3,23,0,3.6,3.6,6600.0
1,4,0,0,3.43,3.43,6600.0
1,4,1,0,3.54,3.54,6600.0
1,4,2,0,3.75,3.75,6600.0
1,4,3,0,4.05,4.05,6600.0
1,4,4,0,4.55,4.55,6600.0
1,4,5,0,5.03,5.03,6600.0
1,4,6,0,5.53,5.53,6600.0
1,4,7,0,5.99,5.99,6600.0
1,4,8,0,6.84,6.84,6600.0
1,4,9,0,7.16,7.16,6600.0
1,4,10,0,6.47,6.47,6600.0
1,4,11,0,4.79,4.79,6600.0
1,4,12,0,3.54,3.54,6600.0
1,4,13,0,2.68,2.68,6600.0
1,4,14,0,2.15,2.15,6600.0
1,4,15,0,1.81,1.81,4421.436551474658
1,4,16,0,1.54,1.54,2723.264565051836
1,4,17,0,1.62,1.62,3170.098204764415
1,4,18,0,3.02,3.02,6600.0
1,4,19,0,4.66,4.66,6600.0
1,4,20,0,5.73,5.73,6600.0
1,4,21,0,6.95,6.95,6600.0
1,4,22,0,7.92,7.92,6600.0
1,4,23,0,8.08,8.08,6600.0
1,5,0,0,7.6,7.6,6600.0
1,5,1,0,6.82,6.82,6600.0
1,5,2,0,5.58,5.58,6600.0
1,5,3,0,4.37,4.37,6600.0
1,5,4,0,4.15,4.15,6600.0
1,5,5,0,4.65,4.65,6600.0
1,5,6,0,5.06,5.06,6600.0
1,5,7,0,5.95,5.95,6600.0
1,5,8,0,6.8,6.8,6600.0
1,5,9,0,7.53,7.53,6600.0
1,5,10,0,7.94,7.94,6600.0
1,5,11,0,7.6,7.6,6600.0
1,5,12,0,6.89,6.89,6600.0
1,5,13,0,5.84,5.84,6600.0
1,5,14,0,4.71,4.71,6600.0
1,5,15,0,3.78,3.78,6600.0
1,5,16,0,2.74,2.74,6600.0
1,5,17,0,2.09,2.09,6600.0
1,5,18,0,1.64,1.64,3288.9647335537634
1,5,19,0,0.97,0.97,680.5231057720783
1,5,20,0,0.23,0.23,9.07217001919513
1,5,21,0,1.04,1.04,838.7406473635172
1,5,22,0,2.09,2.09,6600.0
1,5,23,0,2.93,2.93,6600.0
1,6,0,0,3.38,3.38,6600.0
1,6,1,0,3.73,3.73,6600.0
1,6,2,0,4.14,4.14,6600.0
1,6,3,0,4.07,4.07,6600.0
1,6,4,0,4.07,4.07,6600.0
1,6,5,0,4.47,4.47,6600.0
1,6,6,0,4.78,4.78,6600.0
1,6,7,0,4.97,4.97,6600.0
1,6,8,0,5.25,5.25,6600.0
1,6,9,0,6.18,6.18,6600.0
1,6,10,0,6.85,6.85,6600.0
1,6,11,0,6.95,6.95,6600.0
1,6,12,0,6.75,6.75,6600.0
1,6,13,0,6.32,6.32,6600.0
1,6,14,0,5.48,5.48,6600.0
1,6,15,0,4.8,4.8,6600.0
1,6,16,0,4.44,4.44,6600.0
1,6,17,0,3.94,3.94,6600.0
1,6,18,0,4.14,4.14,6600.0
1,6,19,0,4.23,4.23,6600.0
1,6,20,0,4.33,4.33,6600.0
1,6,21,0,4.17,4.17,6600.0
1,6,22,0,4.42,4.42,6600.0
1,6,23,0,4.82,4.82,6600.0
1,7,0,0,5.17,5.17,6600.0
1,7,1,0,5.33,5.33,6600.0
1,7,2,0,5.12,5.12,6600.0
1,7,3,0,4.94,4.94,6600.0
1,7,4,0,4.55,4.55,6600.0
1,7,5,0,4.21,4.21,6600.0
1,7,6,0,4.05,4.05,6600.0
1,7,7,0,4.24,4.24,6600.0
1,7,8,0,4.34,4.34,6600.0
1,7,9,0,3.97,3.97,6600.0
1,7,10,0,2.94,2.94,6600.0
1,7,11,0,2.08,2.08,6600.0
1,7,12,0,1.72,1.72,3794.1370419851587
1,7,13,0,1.08,1.08,939.2883569672341
1,7,14,0,1.01,1.01,768.2309396685104
1,7,15,0,3.03,3.03,6600.0
1,7,16,0,4.4,4.4,6600.0
1,7,17,0,5.69,5.69,6600.0
1,7,18,0,6.95,6.95,6600.0
1,7,19,0,6.95,6.95,6600.0
1,7,20,0,5.87,5.87,6600.0
1,7,21,0,4.53,4.53,6600.0
1,7,22,0,3.57,3.57,6600.0
1,7,23,0,2.94,2.94,6600.0
1,8,0,0,2.59,2.59,6600.0
1,8,1,0,3.06,3.06,6600.0
1,8,2,0,3.75,3.75,6600.0
1,8,3,0,3.91,3.91,6600.0
1,8,4,0,3.83,3.83,6600.0
1,8,5,0,3.46,3.46,6600.0
1,8,6,0,2.83,2.83,6600.0
1,8,7,0,2.14,2.14,6600.0
1,8,8,0,1.9,1.9,5114.326798854228
1,8,9,0,1.72,1.72,3794.1370419851587
1,8,10,0,1.83,1.83,4569.628998473504
1,8,11,0,2.34,2.34,6600.0
1,8,12,0,3.12,3.12,6600.0
1,8,13,0,3.94,3.94,6600.0
1,8,14,0,4.61,4.61,6600.0
1,8,15,0,4.81,4.81,6600.0
1,8,16,0,4.36,4.36,6600.0
1,8,17,0,3.34,3.34,6600.0
1,8,18,0,3.3,3.3,6600.0
1,8,19,0,3.78,3.78,6600.0
1,8,20,0,3.86,3.86,6600.0
1,8,21,0,3.84,3.84,6600.0
1,8,22,0,3.84,3.84,6600.0
1,8,23,0,3.89,3.89,6600.0
1,9,0,0,4.01,4.01,6600.0
1,9,1,0,3.82,3.82,6600.0
1,9,2,0,3.53,3.53,6600.0
1,9,3,0,3.54,3.54,6600.0
1,9,4,0,3.54,3.54,6600.0
1,9,5,0,3.48,3.48,6600.0
1,9,6,0,3.23,3.23,6600.0
1,9,7,0,2.77,2.77,6600.0
1,9,8,0,2.34,2.34,6600.0
1,9,9,0,1.75,1.75,3996.150340809066
1,9,10,0,1.72,1.72,3794.1370419851587
1,9,11,0,2.02,2.02,6145.847517348083
1,9,12,0,2.45,2.45,6600.0
1,9,13,0,3.03,3.03,6600.0
1,9,14,0,3.4,3.4,6600.0
1,9,15,0,3.45,3.45,6600.0
1,9,16,0,3.26,3.26,6600.0
1,9,17,0,2.82,2.82,6600.0
1,9,18,0,2.81,2.81,6600.0
1,9,19,0,2.58,2.58,6600.0
1,9,20,0,2.18,2.18,6600.0
1,9,21,0,1.85,1.85,4721.09628485135
1,9,22,0,1.8,1.8,4348.55720818164
1,9,23,0,2.23,2.23,6600.0
1,10,0,0,2.84,2.84,6600.0
1,10,1,0,3.34,3.34,6600.0
1,10,2,0,3.64,3.64,6600.0
1,10,3,0,3.81,3.81,6600.0
1,10,4,0,4.08,4.08,6600.0
1,10,5,0,4.61,4.61,6600.0
1,10,6,0,5.57,5.57,6600.0
1,10,7,0,7.03,7.03,6600.0
1,10,8,0,8.21,8.21,6600.0
1,10,9,0,9.4,9.4,6600.0
1,10,10,0,9.99,9.99,6600.0
1,10,11,0,9.91,9.91,6600.0
1,10,12,0,9.5,9.5,6600.0
1,10,13,0,8.93,8.93,6600.0
1,10,14,0,8.35,8.35,6600.0
1,10,15,0,8.08,8.08,6600.0
1,10,16,0,8.04,8.04,6600.0
1,10,17,0,7.85,7.85,6600.0
1,10,18,0,7.23,7.23,6600.0
1,10,19,0,6.76,6.76,6600.0
1,10,20,0,6.25,6.25,6600.0
1,10,21,0,5.97,5.97,6600.0
1,10,22,0,6.04,6.04,6600.0
1,10,23,0,6.1,6.1,6600.0
1,11,0,0,6.22,6.22,6600.0
1,11,1,0,6.23,6.23,6600.0
1,11,2,0,6.2,6.2,6600.0
1,11,3,0,6.11,6.11,6600.0
1,11,4,0,5.93,5.93,6600.0
1,11,5,0,5.65,5.65,6600.0
1,11,6,0,5.32,5.32,6600.0
1,11,7,0,5.17,5.17,6600.0
1,11,8,0,6.06,6.06,6600.0
1,11,9,0,6.22,6.22,6600.0
1,11,10,0,6.32,6.32,6600.0
1,11,11,0,6.58,6.58,6600.0
1,11,12,0,6.91,6.91,6600.0
1,11,13,0,7.19,7.19,6600.0
1,11,14,0,7.29,7.29,6600.0
1,11,15,0,7.29,7.29,6600.0
1,11,16,0,7.1,7.1,6600.0
1,11,17,0,6.35,6.35,6600.0
1,11,18,0,5.86,5.86,6600.0
1,11,19,0,5.75,5.75,6600.0
1,11,20,0,5.39,5.39,6600.0
1,11,21,0,4.92,4.92,6600.0
1,11,22,0,4.45,4.45,6600.0
1,11,23,0,4.04,4.04,6600.0
1,12,0,0,3.69,3.69,6600.0
1,12,1,0,3.44,3.44,6600.0
1,12,2,0,3.31,3.31,6600.0
1,12,3,0,3.12,3.12,6600.0
1,12,4,0,2.92,2.92,6600.0
1,12,5,0,2.85,2.85,6600.0
1,12,6,0,2.89,2.89,6600.0
1,12,7,0,3.12,3.12,6600.0
1,12,8,0,4.04,4.04,6600.0
1,12,9,0,4.58,4.58,6600.0
1,12,10,0,4.84,4.84,6600.0
1,12,11,0,5.0,5.0,6600.0
1,12,12,0,5.12,5.12,6600.0
1,12,13,0,5.35,5.35,6600.0
1,12,14,0,5.57,5.57,6600.0
1,12,15,0,5.74,5.74,6600.0
1,12,16,0,5.86,5.86,6600.0
1,12,17,0,5.28,5.28,6600.0
1,12,18,0,5.09,5.09,6600.0
1,12,19,0,5.02,5.02,6600.0
1,12,20,0,5.0,5.0,6600.0
1,12,21,0,5.29,5.29,6600.0
1,12,22,0,5.43,5.43,6600.0
1,12,23,0,5.18,5.18,6600.0
1,13,0,0,4.86,4.86,6600.0
1,13,1,0,4.82,4.82,6600.0
1,13,2,0,5.0,5.0,6600.0
1,13,3,0,5.31,5.31,6600.0
1,13,4,0,5.5,5.5,6600.0
1,13,5,0,5.68,5.68,6600.0
1,13,6,0,5.79,5.79,6600.0
1,13,7,0,5.79,5.79,6600.0
1,13,8,0,6.03,6.03,6600.0
1,13,9,0,6.01,6.01,6600.0
1,13,10,0,5.16,5.16,6600.0
1,13,11,0,4.23,4.23,6600.0
1,13,12,0,3.8,3.8,6600.0
1,13,13,0,3.79,3.79,6600.0
1,13,14,0,3.97,3.97,6600.0
1,13,15,0,4.13,4.13,6600.0
1,13,16,0,4.09,4.09,6600.0
1,13,17,0,3.43,3.43,6600.0
1,13,18,0,3.79,3.79,6600.0
1,13,19,0,4.88,4.88,6600.0
1,13,20,0,5.35,5.35,6600.0
1,13,21,0,5.1,5.1,6600.0
1,13,22,0,4.66,4.66,6600.0
1,13,23,0,4.43,4.43,6600.0
1,14,0,0,4.3,4.3,6600.0
1,14,1,0,4.17,4.17,6600.0
1,14,2,0,4.16,4.16,6600.0
1,14,3,0,4.32,4.32,6600.0
1,14,4,0,4.72,4.72,6600.0
1,14,5,0,5.25,5.25,6600.0
1,14,6,0,5.41,5.41,6600.0
1,14,7,0,5.12,5.12,6600.0
1,14,8,0,5.61,5.61,6600.0
1,14,9,0,5.57,5.57,6600.0
1,14,10,0,4.69,4.69,6600.0
1,14,11,0,3.89,3.89,6600.0
1,14,12,0,3.82,3.82,6600.0
1,14,13,0,4.49,4.49,6600.0
1,14,14,0,4.97,4.97,6600.0
1,14,15,0,4.96,4.96,6600.0
1,14,16,0,4.63,4.63,6600.0
1,14,17,0,3.94,3.94,6600.0
1,14,18,0,4.18,4.18,6600.0
1,14,19,0,4.49,4.49,6600.0
1,14,20,0,4.89,4.89,6600.0
1,14,21,0,5.2,5.2,6600.0
1,14,22,0,5.34,5.34,6600.0
1,14,23,0,5.12,5.12,6600.0
1,15,0,0,4.88,4.88,6600.0
1,15,1,0,4.82,4.82,6600.0
1,15,2,0,4.42,4.42,6600.0
1,15,3,0,3.94,3.94,6600.0
1,15,4,0,3.87,3.87,6600.0
1,15,5,0,4.0,4.0,6600.0
1,15,6,0,3.97,3.97,6600.0
1,15,7,0,4.22,4.22,6600.0
1,15,8,0,5.03,5.03,6600.0
1,15,9,0,5.18,5.18,6600.0
1,15,10,0,4.76,4.76,6600.0
1,15,11,0,3.56,3.56,6600.0
1,15,12,0,1.23,1.23,1387.531996967994
1,15,13,0,1.83,1.83,4569.628998473504
1,15,14,0,3.89,3.89,6600.0
1,15,15,0,3.99,3.99,6600.0
1,15,16,0,3.34,3.34,6600.0
1,15,17,0,2.93,2.93,6600.0
1,15,18,0,3.03,3.03,6600.0
1,15,19,0,2.87,2.87,6600.0
1,15,20,0,2.8,2.8,6600.0
1,15,21,0,2.76,2.76,6600.0
1,15,22,0,2.73,2.73,6600.0
1,15,23,0,2.83,2.83,6600.0
1,16,0,0,3.17,3.17,6600.0
1,16,1,0,3.6,3.6,6600.0
1,16,2,0,3.8,3.8,6600.0
1,16,3,0,3.74,3.74,6600.0
1,16,4,0,3.55,3.55,6600.0
1,16,5,0,3.28,3.28,6600.0
1,16,6,0,2.91,2.91,6600.0
1,16,7,0,2.47,2.47,6600.0
1,16,8,0,2.33,2.33,6600.0
1,16,9,0,2.56,2.56,6600.0
1,16,10,0,2.68,2.68,6600.0
1,16,11,0,2.81,2.81,6600.0
1,16,12,0,3.14,3.14,6600.0
1,16,13,0,3.42,3.42,6600.0
1,16,14,0,3.77,3.77,6600.0
1,16,15,0,3.99,3.99,6600.0
1,16,16,0,4.35,4.35,6600.0
1,16,17,0,3.57,3.57,6600.0
1,16,18,0,3.37,3.37,6600.0
1,16,19,0,3.63,3.63,6600.0
1,16,20,0,3.78,3.78,6600.0
1,16,21,0,3.78,3.78,6600.0
1,16,22,0,3.34,3.34,6600.0
1,16,23,0,2.69,2.69,6600.0
1,17,0,0,2.2,2.2,6600.0
1,17,1,0,1.82,1.82,4495.12565696385
1,17,2,0,1.75,1.75,3996.150340809066
1,17,3,0,1.97,1.97,5700.675903358588
1,17,4,0,2.37,2.37,6600.0
1,17,5,0,2.89,2.89,6600.0
1,17,6,0,3.42,3.42,6600.0
1,17,7,0,4.13,4.13,6600.0
1,17,8,0,5.12,5.12,6600.0
1,17,9,0,5.38,5.38,6600.0
1,17,10,0,5.19,5.19,6600.0
1,17,11,0,3.71,3.71,6600.0
1,17,12,0,1.86,1.86,4798.06917736812
1,17,13,0,1.09,1.09,965.6220323652711
1,17,14,0,1.32,1.32,1714.9421167673372
1,17,15,0,2.65,2.65,6600.0
1,17,16,0,4.82,4.82,6600.0
1,17,17,0,6.4,6.4,6600.0
1,17,18,0,7.57,7.57,6600.0
1,17,19,0,6.93,6.93,6600.0
1,17,20,0,4.75,4.75,6600.0
1,17,21,0,2.81,2.81,6600.0
1,17,22,0,1.09,1.09,965.6220323652711
1,17,23,0,1.7,1.7,3663.3164546975977
1,18,0,0,3.32,3.32,6600.0
1,18,1,0,4.74,4.74,6600.0
1,18,2,0,6.14,6.14,6600.0
1,18,3,0,7.3,7.3,6600.0
1,18,4,0,7.76,7.76,6600.0
1,18,5,0,7.87,7.87,6600.0
1,18,6,0,7.73,7.73,6600.0
1,18,7,0,7.67,7.67,6600.0
1,18,8,0,8.04,8.04,6600.0
1,18,9,0,8.01,8.01,6600.0
1,18,10,0,7.91,7.91,6600.0
1,18,11,0,8.1,8.1,6600.0
1,18,12,0,8.43,8.43,6600.0
1,18,13,0,8.63,8.63,6600.0
1,18,14,0,8.99,8.99,6600.0
1,18,15,0,9.26,9.26,6600.0
1,18,16,0,9.16,9.16,6600.0
1,18,17,0,8.62,8.62,6600.0
1,18,18,0,8.23,8.23,6600.0
1,18,19,0,8.21,8.21,6600.0
1,18,20,0,8.3,8.3,6600.0
1,18,21,0,8.3,8.3,6600.0
1,18,22,0,8.17,8.17,6600.0
1,18,23,0,8.05,8.05,6600.0
1,19,0,0,7.81,7.81,6600.0
1,19,1,0,7.54,7.54,6600.0
1,19,2,0,7.21,7.21,6600.0
1,19,3,0,6.87,6.87,6600.0
1,19,4,0,6.48,6.48,6600.0
1,19,5,0,6.08,6.08,6600.0
1,19,6,0,5.66,5.66,6600.0
1,19,7,0,5.47,5.47,6600.0
1,19,8,0,6.02,6.02,6600.0
1,19,9,0,5.95,5.95,6600.0
1,19,10,0,5.91,5.91,6600.0
1,19,11,0,5.84,5.84,6600.0
1,19,12,0,5.68,5.68,6600.0
1,19,13,0,5.43,5.43,6600.0
1,19,14,0,5.18,5.18,6600.0
1,19,15,0,5.07,5.07,6600.0
1,19,16,0,4.77,4.77,6600.0
1,19,17,0,3.77,3.77,6600.0
1,19,18,0,3.08,3.08,6600.0
1,19,19,0,2.84,2.84,6600.0
1,19,20,0,2.62,2.62,6600.0
1,19,21,0,2.51,2.51,6600.0
1,19,22,0,2.48,2.48,6600.0
1,19,23,0,2.56,2.56,6600.0
1,20,0,0,2.64,2.64,6600.0
1,20,1,0,2.6,2.6,6600.0
1,20,2,0,2.54,2.54,6600.0
1,20,3,0,2.41,2.41,6600.0
1,20,4,0,2.14,2.14,6600.0
1,20,5,0,1.75,1.75,3996.150340809066
1,20,6,0,1.34,1.34,1794.0810858770024
1,20,7,0,1.27,1.27,1527.350936173994
1,20,8,0,1.57,1.57,2885.536882723194
1,20,9,0,1.92,1.92,5277.537873988738
1,20,10,0,1.89,1.89,5033.998538121269
1,20,11,0,1.36,1.36,1875.6180248051708
1,20,12,0,0.78,0.78,353.8437106064838
1,20,13,0,1.09,1.09,965.6220323652711
1,20,14,0,2.02,2.02,6145.847517348083
1,20,15,0,2.77,2.77,6600.0
1,20,16,0,3.28,3.28,6600.0
1,20,17,0,3.08,3.08,6600.0
1,20,18,0,3.06,3.06,6600.0
1,20,19,0,2.94,2.94,6600.0
1,20,20,0,3.23,3.23,6600.0
1,20,21,0,3.79,3.79,6600.0
1,20,22,0,4.2,4.2,6600.0
1,20,23,0,4.3,4.3,6600.0
1,21,0,0,4.25,4.25,6600.0
1,21,1,0,3.99,3.99,6600.0
1,21,2,0,3.72,3.72,6600.0
1,21,3,0,3.58,3.58,6600.0
1,21,4,0,3.47,3.47,6600.0
1,21,5,0,3.42,3.42,6600.0
1,21,6,0,3.45,3.45,6600.0
1,21,7,0,3.52,3.52,6600.0
1,21,8,0,4.35,4.35,6600.0
1,21,9,0,4.72,4.72,6600.0
1,21,10,0,4.13,4.13,6600.0
1,21,11,0,3.1,3.1,6600.0
1,21,12,0,2.29,2.29,6600.0
1,21,13,0,2.17,2.17,6600.0
1,21,14,0,2.84,2.84,6600.0
1,21,15,0,3.63,3.63,6600.0
1,21,16,0,4.27,4.27,6600.0
1,21,17,0,4.05,4.05,6600.0
1,21,18,0,4.04,4.04,6600.0
1,21,19,0,3.92,3.92,6600.0
1,21,20,0,3.93,3.93,6600.0
1,21,21,0,4.12,4.12,6600.0
1,21,22,0,4.27,4.27,6600.0
1,21,23,0,4.26,4.26,6600.0
1,22,0,0,4.1,4.1,6600.0
1,22,1,0,3.83,3.83,6600.0
1,22,2,0,3.57,3.57,6600.0
1,22,3,0,3.41,3.41,6600.0
1,22,4,0,3.31,3.31,6600.0
1,22,5,0,3.23,3.23,6600.0
1,22,6,0,3.16,3.16,6600.0
1,22,7,0,3.05,3.05,6600.0
1,22,8,0,3.55,3.55,6600.0
1,22,9,0,3.61,3.61,6600.0
1,22,10,0,3.52,3.52,6600.0
1,22,11,0,3.05,3.05,6600.0
1,22,12,0,2.85,2.85,6600.0
1,22,13,0,3.13,3.13,6600.0
1,22,14,0,3.69,3.69,6600.0
1,22,15,0,4.19,4.19,6600.0
1,22,16,0,4.57,4.57,6600.0
1,22,17,0,4.23,4.23,6600.0
1,22,18,0,4.11,4.11,6600.0
1,22,19,0,3.69,3.69,6600.0
1,22,20,0,3.45,3.45,6600.0
1,22,21,0,3.57,3.57,6600.0
1,22,22,0,3.94,3.94,6600.0
1,22,23,0,4.26,4.26,6600.0
1,23,0,0,4.44,4.44,6600.0
1,23,1,0,4.55,4.55,6600.0
1,23,2,0,4.57,4.57,6600.0
1,23,3,0,4.6,4.6,6600.0
1,23,4,0,4.76,4.76,6600.0
1,23,5,0,5.08,5.08,6600.0
1,23,6,0,5.65,5.65,6600.0
1,23,7,0,6.32,6.32,6600.0
1,23,8,0,7.07,7.07,6600.0
1,23,9,0,7.13,7.13,6600.0
1,23,10,0,5.97,5.97,6600.0
1,23,11,0,4.23,4.23,6600.0
1,23,12,0,2.78,2.78,6600.0
1,23,13,0,1.49,1.49,2466.530430083547
1,23,14,0,0.74,0.74,302.1501622304864
1,23,15,0,2.03,2.03,6237.575082367505
1,23,16,0,2.57,2.57,6600.0
1,23,17,0,2.33,2.33,6600.0
1,23,18,0,1.79,1.79,4276.483153260508
1,23,19,0,1.34,1.34,1794.0810858770024
1,23,20,0,0.85,0.85,457.9145568371997
1,23,21,0,0.61,0.61,169.24551846198156
1,23,22,0,0.9,0.9,543.569651022705
1,23,23,0,1.35,1.35,1834.5475722016295
1,24,0,0,1.91,1.91,5195.505086201954
1,24,1,0,2.43,2.43,6600.0
1,24,2,0,2.95,2.95,6600.0
1,24,3,0,3.44,3.44,6600.0
1,24,4,0,3.87,3.87,6600.0
1,24,5,0,4.44,4.44,6600.0
1,24,6,0,5.07,5.07,6600.0
1,24,7,0,5.77,5.77,6600.0
1,24,8,0,6.66,6.66,6600.0
1,24,9,0,6.91,6.91,6600.0
1,24,10,0,5.82,5.82,6600.0
1,24,11,0,4.55,4.55,6600.0
1,24,12,0,3.59,3.59,6600.0
1,24,13,0,3.02,3.02,6600.0
1,24,14,0,2.91,2.91,6600.0
1,24,15,0,3.13,3.13,6600.0
1,24,16,0,3.53,3.53,6600.0
1,24,17,0,3.82,3.82,6600.0
1,24,18,0,5.1,5.1,6600.0
1,24,19,0,6.91,6.91,6600.0
1,24,20,0,7.75,7.75,6600.0
1,24,21,0,7.5,7.5,6600.0
1,24,22,0,6.75,6.75,6600.0
1,24,23,0,6.02,6.02,6600.0
1,25,0,0,5.57,5.57,6600.0
1,25,1,0,5.24,5.24,6600.0
1,25,2,0,4.97,4.97,6600.0
1,25,3,0,4.88,4.88,6600.0
1,25,4,0,5.06,5.06,6600.0
1,25,5,0,5.23,5.23,6600.0
1,25,6,0,5.31,5.31,6600.0
1,25,7,0,5.39,5.39,6600.0
1,25,8,0,5.6,5.6,6600.0
1,25,9,0,5.43,5.43,6600.0
1,25,10,0,4.31,4.31,6600.0
1,25,11,0,2.53,2.53,6600.0
1,25,12,0,0.86,0.86,474.26713024814484
1,25,13,0,0.53,0.53,111.00825642703326
1,25,14,0,0.58,0.58,145.48280075492727
1,25,15,0,0.77,0.77,340.4080706314795
1,25,16,0,1.58,1.58,2941.0264710077745
1,25,17,0,2.74,2.74,6600.0
1,25,18,0,4.14,4.14,6600.0
1,25,19,0,5.31,5.31,6600.0
1,25,20,0,6.16,6.16,6600.0
1,25,21,0,7.04,7.04,6600.0
1,25,22,0,7.21,7.21,6600.0
1,25,23,0,7.05,7.05,6600.0
1,26,0,0,6.65,6.65,6600.0
1,26,1,0,6.22,6.22,6600.0
1,26,2,0,5.76,5.76,6600.0
1,26,3,0,5.13,5.13,6600.0
1,26,4,0,4.87,4.87,6600.0
1,26,5,0,4.78,4.78,6600.0
1,26,6,0,4.59,4.59,6600.0
1,26,7,0,4.4,4.4,6600.0
1,26,8,0,4.35,4.35,6600.0
1,26,9,0,4.56,4.56,6600.0
1,26,10,0,4.79,4.79,6600.0
1,26,11,0,4.77,4.77,6600.0
1,26,12,0,4.68,4.68,6600.0
1,26,13,0,4.61,4.61,6600.0
1,26,14,0,4.55,4.55,6600.0
1,26,15,0,4.65,4.65,6600.0
1,26,16,0,4.9,4.9,6600.0
1,26,17,0,5.12,5.12,6600.0
1,26,18,0,5.21,5.21,6600.0
1,26,19,0,5.44,5.44,6600.0
1,26,20,0,6.1,6.1,6600.0
1,26,21,0,6.83,6.83,6600.0
1,26,22,0,7.26,7.26,6600.0
1,26,23,0,7.46,7.46,6600.0
1,27,0,0,7.64,7.64,6600.0
1,27,1,0,7.2,7.2,6600.0
1,27,2,0,6.43,6.43,6600.0
1,27,3,0,5.73,5.73,6600.0
1,27,4,0,5.06,5.06,6600.0
1,27,5,0,4.67,4.67,6600.0
1,27,6,0,4.48,4.48,6600.0
1,27,7,0,4.89,4.89,6600.0
1,27,8,0,5.43,5.43,6600.0
1,27,9,0,6.07,6.07,6600.0
1,27,10,0,6.88,6.88,6600.0
1,27,11,0,7.47,7.47,6600.0
1,27,12,0,7.62,7.62,6600.0
1,27,13,0,7.46,7.46,6600.0
1,27,14,0,7.09,7.09,6600.0
1,27,15,0,6.46,6.46,6600.0
1,27,16,0,5.63,5.63,6600.0
1,27,17,0,4.21,4.21,6600.0
1,27,18,0,3.76,3.76,6600.0
1,27,19,0,3.5,3.5,6600.0
1,27,20,0,3.11,3.11,6600.0
1,27,21,0,2.74,2.74,6600.0
1,27,22,0,2.44,2.44,6600.0
1,27,23,0,2.09,2.09,6600.0
1,28,0,0,1.58,1.58,2941.0264710077745
1,28,1,0,1.19,1.19,1256.5175439612763
1,28,2,0,1.49,1.49,2466.530430083547
1,28,3,0,2.33,2.33,6600.0
1,28,4,0,3.43,3.43,6600.0
1,28,5,0,4.44,4.44,6600.0
